question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Kunning qorong'u vaqtida yo'lning yoritilmagan qismlarida harakatlanayotganda mexanik transport vositasining qaysi chiroqlari yoqilgan bo'lishi kerak?,Куннинг қоронгу вақтида ёлнинг ёритилмаган қисмларида ҳаракатланаётганда механик транспорт воситасининг қайси чироқлари ёқилган бўлиши керак?,"{""*""}","{""*""}",0,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Yaqinni yoki uzoqni yorituvchi chiroqlar,Яқинни ёки узоқни ёритувчи чироқлар,"{""Faqat yaqinni yorituvchi chiroqlar"",""Faqat uzoqni yorituvchi chiroqlar""}","{""Фақат яқинни ёритувчи чироқлар"",""Фақат узоқни ёритувчи чироқлар""}",0,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
"Agar tuproq yo'lda bevosita chorraha oldida to'shamali (qoplamali) yo'l qismi bo'lsa, bu uni ahamiyati jihatidan kesib o'tilayotgan yo'l qismi bilan teng huquqli qiladimi?","Агар тупроқ ёлда бевосита чорраҳа олдида тўшамали (қопламали) ёл қисми бўлса, бу уни аҳамияти жиҳатидан кесиб ўтилаётган ёл қисми билан тенг ҳуқуқли қиладими?","{""Yo'q"",""Ha""}","{""Ёқ"",""Ҳа""}",0,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Chorrahadan ikkinchi bo'lib qaysi avtomobil o'tadi?,Чорраҳадан иккинчи бўлиб қайси автомобил ўтади?,"{""Oq avtomobil sariq bilan bir vaqtda"",""Qizil avtomobil"",""Yashil avtomobil""}","{""Оқ автомобил сариқ билан бир вақтда"",""Қизил автомобил"",""Яшил автомобил""}",1,https://ptest.uz/images/5c360d0f-823e-4658-a45f-9d4e6350190c.webp,9-BILET,300,,,,
Qaysi yo'nalishda harakatlanish taqiqlanadi?,Қайси ёналишда ҳаракатланиш тақиқланади?,"{""Chapga va o'ngga"",""To'g'riga va orqa burilish yo'nalishida"",""Faqat to'g'riga"",""Hamma yo'nalishlarda""}","{""Чапга ва ўнгга"",""Тўғрига ва орқа бурилиш ёналишида"",""Фақат тўғрига"",""Ҳамма ёналишларда""}",0,https://ptest.uz/images/f18acc2e-3bad-4a40-90fd-0a29901dd250.webp,9-BILET,300,,,,
Qaysi belgi yo'l qismida avtomatlashtirilgan foto va video qayd etish texnika vositalari o'rnatilganligi haqida axborot beradi?,Қайси белги ёл қисмида автоматлаштирилган фото ва видео қайд етиш техника воситалари ўрнатилганлиги ҳақида ахборот беради?,"{""1"",""2"",""3"",""4""}","{""1"",""2"",""3"",""4""}",2,https://ptest.uz/images/5e45a771-4b86-4562-a999-cc85e4af362d.webp,9-BILET,300,,,,
Chorraha qismida kesib o'tgan yo'lga nisbatan asosiy bo'lgan yo'lda transport vositalarini quvib o'tishga ruxsat beriladimi?,Чорраҳа қисмида кесиб ўтган ёлга нисбатан асосий бўлган ёлда транспорт воситаларини қувиб ўтишга рухсат бериладими?,"{""Ruxsat beriladi"",""Taqiqlanadi""}","{""Рухсат берилади"",""Тақиқланади""}",0,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Suratdagi tasvirlangan holatda haydovchi nima qilishi lozim?,Суратдаги тасвирланган ҳолатда ҳайдовчи нима қилиши лозим?,"{""Bekatda (yo'l o'rtasida) turgan bir xil yo'nalishdagi tramvayga borayotgan yoki undan kelayotgan piyodalarga yo'l berish"",""To'xtash va tramvay eshiklari yopilgandan keyin harakatlanishni boshlash"",""Tezlikni zarur bo'lganda darhol to'xtash imkonini beradigan darajagacha pasaytirib harakatni davom ettirish""}","{""Бекатда (ёл ўртасида) турган бир хил ёналишдаги трамвайга бораётган ёки ундан келаётган пиёдаларга ёл бериш"",""Тўхташ ва трамвай ешиклари ёпилгандан кейин ҳаракатланишни бошлаш"",""Тезликни зарур бўлганда дарҳол тўхташ имконини берадиган даражагача пасайтириб ҳаракатни давом еттириш""}",0,https://ptest.uz/images/b257920d-2632-438f-9203-a418607e4cda.webp,9-BILET,300,,,,
Shu joyda to'xtab turishga ruxsat etiladimi?,Шу жойда тўхтаб туришга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",1,https://ptest.uz/images/08ecf3db-996f-449f-a24d-1f01365b683d.webp,9-BILET,300,,,,
"Quyidagi 3.27 ""To'xtash taqiqlangan"" belgisining amal qilish chegarasi qaerda tugaydi?","Қуйидаги 3.27 ""Тўхташ тақиқланган"" белгисининг амал қилиш чегараси қаерда тугайди?","{""Birinchi chorrahada"",""Aholi yashaydigan joyning oxirida"",""Yo'lning yotiq sariq chizig'i oxirida""}","{""Биринчи чорраҳада"",""Аҳоли яшайдиган жойнинг охирида"",""Ёлнинг ётиқ сариқ чизиғи охирида""}",2,https://ptest.uz/images/c811b066-d979-44e5-b441-7942f4f10762.webp,9-BILET,300,,,,
Qaysi transport vositasining haydovchisi birinchi navbatda harakatlanish ustunligiga ega?,Қайси транспорт воситасининг ҳайдовчиси биринчи навбатда ҳаракатланиш устунлигига ега?,"{""Yo'l xizmati mashinasining haydovchisi"",""Engil avtomobil haydovchisi""}","{""Ёл хизмати машинасининг ҳайдовчиси"",""Енгил автомобил ҳайдовчиси""}",1,https://ptest.uz/images/98db72af-8199-453d-8879-57ad219d45b6.webp,10-BILET,300,,,,
Ishchi tormozi to'satdan ishlamay qolganda avtomobilni qanday to'xtatish kerak?,Ишчи тормози тўсатдан ишламай қолганда автомобилни қандай тўхтатиш керак?,"{""Eng past uzatmaga o'tish, to'xtab turish tormozi bilan tormozlash. Zarur bo'lganda biron-bir to'siqdan foydalanish"",""Ulagichni ajratish va to'xtab turish tormozi bilan keskin tormozlash""}","{""Енг паст узатмага ўтиш, тўхтаб туриш тормози билан тормозлаш. Зарур бўлганда бирон-бир тўсиқдан фойдаланиш"",""Улагични ажратиш ва тўхтаб туриш тормози билан кескин тормозлаш""}",0,https://ptest.uz/images/ce441b38-3444-4be5-8d4f-3f74cfa73a1d.webp,10-BILET,300,,,,
Quyidagi hollarning qaysi birida temir yo'l kesishmasiga kirish taqiqlanadi?,Қуйидаги ҳолларнинг қайси бирида темир ёл кесишмасига кириш тақиқланади?,"{""Svetoforning taqiqlovchi ishorasida shlagbaum ochiq turgan holatda"",""Qishloq xo'jaligi mashinasini mexanik transport vositasiga yuklab olib o'tish holatida"",""Tezligi 8 km/s dan ko'p bo'lgan transport vositalari""}","{""Светофорнинг тақиқловчи ишорасида шлагбаум очиқ турган ҳолатда"",""Қишлоқ хўжалиги машинасини механик транспорт воситасига юклаб олиб ўтиш ҳолатида"",""Тезлиги 8 км/с дан кўп бўлган транспорт воситалари""}",0,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Qayrilish taqiqlanadi:,Қайрилиш тақиқланади:,"{""Chorrahaga 15 metrdan yaqinroqda"",""Tartibga solinmaydigan chorrahalarda, agar kesib o'tilayotgan yo'lda bir tomonlama harakatlanish tashkil etilgan bo'lsa"",""Piyodalar o'tish joylarida"",""Hamma sanab o'tilgan hollarda""}","{""Чорраҳага 15 метрдан яқинроқда"",""Тартибга солинмайдиган чорраҳаларда, агар кесиб ўтилаётган ёлда бир томонлама ҳаракатланиш ташкил етилган бўлса"",""Пиёдалар ўтиш жойларида"",""Ҳамма санаб ўтилган ҳолларда""}",2,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Motosikllarning shinalari naqshining qoldiq chuqurligi qanchadan kam bo'lmasligi kerak?,Мотосиклларнинг шиналари нақшининг қолдиқ чуқурлиги қанчадан кам бўлмаслиги керак?,"{""0,5 mm"",""0,8 mm"",""1,0 mm"",""1,6 mm"",""2,0 mm""}","{""0,5 мм"",""0,8 мм"",""1,0 мм"",""1,6 мм"",""2,0 мм""}",1,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
"Bu belgilarning qaysi biri ""Bir tomonlama harakatlanish yo'liga chiqish"" ni bildiradi?","Бу белгиларнинг қайси бири ""Бир томонлама ҳаракатланиш ёлига чиқиш"" ни билдиради?","{""Birinchi va beshinchi"",""Uchinchi va beshinchi"",""Ikkinchi va to'rtinchi""}","{""Биринчи ва бешинчи"",""Учинчи ва бешинчи"",""Иккинчи ва тўртинчи""}",0,https://ptest.uz/images/71f7570f-a9bf-4c86-abf5-e0df97479559.webp,10-BILET,300,,,,
Shatakka olingan mexanik transport vositasida qanday tashqi yoritish chiroqlari yoqilgan bo'lishi kerak?,Шатакка олинган механик транспорт воситасида қандай ташқи ёритиш чироқлари ёқилган бўлиши керак?,"{""Kunning qorong'i vaqtida, gabarit chiroqlari"",""Yaqinni yorituvchi fara chiroqlari"",""Falokat yorug'lik ishoralari""}","{""Куннинг қоронги вақтида, габарит чироқлари"",""Яқинни ёритувчи фара чироқлари"",""Фалокат ёруғлик ишоралари""}",2,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Qon oqishini to'xtatuvchi jgut qo'l-oyoqlarga qanday bog'lanadi?,Қон оқишини тўхтатувчи жгут қўл-оёқларга қандай боғланади?,"{""Yaradan 10 -15 sm pastga"",""Yaradan 10 -15 sm yuqoriga"",""Bevosita yaraning o'ziga""}","{""Ярадан 10 -15 см пастга"",""Ярадан 10 -15 см юқорига"",""Бевосита яранинг ўзига""}",1,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Kunduzgi vaqtda transportning old yoki orqa tomoniga 1 metrdan ortiq chiqib turgan yuk qanday belgilanadi?,Кундузги вақтда транспортнинг олд ёки орқа томонига 1 метрдан ортиқ чиқиб турган юк қандай белгиланади?,"{""\""????? ??????? ??\"" diagonali bo'yicha qizil va oq chiziqlari bo'lgan taxtacha yoki bayroqchalar bilan"",""Qizil bayroqchalar bilan"",""Oq bayroqchalar bilan""}","{""\""????? ??????? ??\"" диагонали бўйича қизил ва оқ чизиқлари бўлган тахтача ёки байроқчалар билан"",""Қизил байроқчалар билан"",""Оқ байроқчалар билан""}",0,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Chorrahadan birinchi bo'lib o'tadi:,Чорраҳадан биринчи бўлиб ўтади:,"{""Yashil avtomobil"",""Ko'k avtomobil"",""Qizil avtomobil"",""Sariq avtomobil""}","{""Яшил автомобил"",""Кўк автомобил"",""Қизил автомобил"",""Сариқ автомобил""}",2,https://ptest.uz/images/6ed45d17-3fe8-4903-bc6e-6e4d9d593bce.webp,10-BILET,300,,,,
Yo'lovchilarning va mahkamlanmagan yukning shiddat bilan oldinga surilib ketishiga nima sabab bo'lishi mumkin?,Ёловчиларнинг ва маҳкамланмаган юкнинг шиддат билан олдинга сурилиб кетишига нима сабаб бўлиши мумкин?,"{""Faqat tezlikni keskin oshirish"",""Faqat keskin tormozlash"",""Tezlikni keskin oshirish va keskin tormozlash""}","{""Фақат тезликни кескин ошириш"",""Фақат кескин тормозлаш"",""Тезликни кескин ошириш ва кескин тормозлаш""}",1,https://ptest.uz/images/f6ce09d4-5173-49a4-8bbc-692c70c953ea.webp,10-BILET,300,,,,
Yo'l-transport hodisasiga daxldor bo'lgan haydovchilar birinchi navbatda bajarishlari shart:,Ёл-транспорт ҳодисасига дахлдор бўлган ҳайдовчилар биринчи навбатда бажаришлари шарт:,"{""Hodisa sodir bo'lgan joyda to'xtash, guvohlarning ismi-sharifini va manzilgohini yozib olish, hodisa haqida IIO xodimlariga xabar berish, shikastlanganlarga shifokor kelguncha tibbiy yordam berish uchun choralar ko'rish"",""Darhol to'xtash va hodisa sodir bo'lgan joyda qolish, majburiy to'xtash yoritgichini yoqish va falokat sababi to'xtash belgisini o'rnatish"",""To'xtash va hodisaga tegishli izlarni saqlash, ularning atrofini to'sib, hodisa sodir bo'lgan joyni aylanib o'tishni tashkil etish uchun hamma mumkin bo'lgan choralarni ko'rish, IIOga xabar berish, tibbiy yordam berish""}","{""Ҳодиса содир бўлган жойда тўхташ, гувоҳларнинг исми-шарифини ва манзилгоҳини ёзиб олиш, ҳодиса ҳақида ИИО ходимларига хабар бериш, шикастланганларга шифокор келгунча тиббий ёрдам бериш учун чоралар кўриш"",""Дарҳол тўхташ ва ҳодиса содир бўлган жойда қолиш, мажбурий тўхташ ёритгичини ёқиш ва фалокат сабаби тўхташ белгисини ўрнатиш"",""Тўхташ ва ҳодисага тегишли изларни сақлаш, уларнинг атрофини тўсиб, ҳодиса содир бўлган жойни айланиб ўтишни ташкил етиш учун ҳамма мумкин бўлган чораларни кўриш, ИИОга хабар бериш, тиббий ёрдам бериш""}",1,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Bu yotiq chiziq quyidagi vazifani bajaradi:,Бу ётиқ чизиқ қуйидаги вазифани бажаради:,"{""Maxsus piyodalar yo'lkasini bildiradi"",""Velosiped yo'lkasini bildiradi, chiziq yo'naltirgichlari bo'laklar bo'yicha harakat yo'nalishini ko'rsatadi"",""Piyodalar o'tish joyini bildiradi,chiziq yo'naltirgichlari piyodalar harakatlanish yo'nalishini ko'rsatadi""}","{""Махсус пиёдалар ёлкасини билдиради"",""Велосипед ёлкасини билдиради, чизиқ ёналтиргичлари бўлаклар бўйича ҳаракат ёналишини кўрсатади"",""Пиёдалар ўтиш жойини билдиради,чизиқ ёналтиргичлари пиёдалар ҳаракатланиш ёналишини кўрсатади""}",2,https://ptest.uz/images/ee3b234d-ed2a-494c-99eb-a25ce771b9f4.webp,10-BILET,300,,,,
Avtomobillar chorrahadan quyidagi tartibda o'tadi:,Автомобиллар чорраҳадан қуйидаги тартибда ўтади:,"{""Qizil, yashil, ko'k"",""Ko'k, qizil, yashil"",""Uchchalasi bir vaqtda""}","{""Қизил, яшил, кўк"",""Кўк, қизил, яшил"",""Уччаласи бир вақтда""}",2,https://ptest.uz/images/06cd306b-07ae-4087-adad-299b41b38611.webp,10-BILET,300,,,,
"Qaysi belgi ""To'siqni chapdan aylanib o'tish"" deb ataladi?","Қайси белги ""Тўсиқни чапдан айланиб ўтиш"" деб аталади?","{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",2,https://ptest.uz/images/1d56cd7d-f38f-41ec-acea-85e9d621c54d.webp,10-BILET,300,,,,
Qaysi yo'nalishlarda harakatlanishga ruxsat etiladi?,Қайси ёналишларда ҳаракатланишга рухсат етилади?,"{""\"" ? \"" yo'nalishida"",""\"" ? \"" yo'nalishida"",""\"" ? \"" yo'nalishida"",""\"" ? \"", \"" ? \"" va \"" ? \"" yo'nalishlarida"",""\"" ? \"" va \"" ? \"" yo'nalishlarida""}","{""\"" ? \"" ёналишида"",""\"" ? \"" ёналишида"",""\"" ? \"" ёналишида"",""\"" ? \"", \"" ? \"" ва \"" ? \"" ёналишларида"",""\"" ? \"" ва \"" ? \"" ёналишларида""}",3,https://ptest.uz/images/43dd0c37-3b1d-4294-ad1d-83e76ee30353.webp,10-BILET,300,,,,
Belgi ostidagi qo'shimcha axborot belgisi nimani bildiradi?,Белги остидаги қўшимча ахборот белгиси нимани билдиради?,"{""Belgidan birinchi burilishning boshlanishigacha bo'lgan masofani"",""Birinchi burilishdan ikkinchi burilishning boshlanishigacha bo'lgan masofani"",""Yo'lning xavfli burilishlari bo'lgan qatnov qismi uzunligini""}","{""Белгидан биринчи бурилишнинг бошланишигача бўлган масофани"",""Биринчи бурилишдан иккинчи бурилишнинг бошланишигача бўлган масофани"",""Ёлнинг хавфли бурилишлари бўлган қатнов қисми узунлигини""}",2,https://ptest.uz/images/bf11e64d-2e89-4308-ab28-303649adb261.webp,10-BILET,300,,,,
Qaysi transport vositasining haydovchisi yo'l berishi kerak?,Қайси транспорт воситасининг ҳайдовчиси ёл бериши керак?,"{""Velosiped haydovchisi"",""Avtomobil haydovchisi""}","{""Велосипед ҳайдовчиси"",""Автомобил ҳайдовчиси""}",1,https://ptest.uz/images/64883cd0-4a56-4168-ab54-7f83d6353ecf.webp,10-BILET,300,,,,
Sirpanchiq yo'lda karbyuratorning drossel zaslonkasini keskin ochish qanday xavfli oqibatlarga olib kelishi mumkin?,Сирпанчиқ ёлда карбюраторнинг дроссел заслонкасини кескин очиш қандай хавфли оқибатларга олиб келиши мумкин?,"{""Karbyurator qismlari ishdan chiqishiga"",""Yurgizgich ishlashdan to'xtab qolishiga"",""Avtomobilning yonga sirpanib ketishiga""}","{""Карбюратор қисмлари ишдан чиқишига"",""Юргизгич ишлашдан тўхтаб қолишига"",""Автомобилнинг ёнга сирпаниб кетишига""}",2,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Yuk avtomobilining yukxonasida qancha miqdorda odamlarni tashishga ruxsat beriladi?,Юк автомобилининг юкхонасида қанча миқдорда одамларни ташишга рухсат берилади?,"{""20 kishidan ortiq emas"",""Tashilayotgan odamlar soni o'tirish uchun jihozlangan o'rinlar miqdoridan ortiq bo'lmasligi kerak"",""Haydovchining xohishiga ko'ra"",""Mamuriyatning ko'rsatmasiga ko'ra""}","{""20 кишидан ортиқ емас"",""Ташилаётган одамлар сони ўтириш учун жиҳозланган ўринлар миқдоридан ортиқ бўлмаслиги керак"",""Ҳайдовчининг хоҳишига кўра"",""Мамуриятнинг кўрсатмасига кўра""}",1,https://postimg.cc/Dmfk0bYv,10-BILET,300,,,,
Qaysi transport vositasining haydovchisi birinchi navbatda harakatlanish ustunligiga ega?,Қайси транспорт воситасининг ҳайдовчиси биринчи навбатда ҳаракатланиш устунлигига ега?,"{""Yo'l xizmati mashinasining haydovchisi"",""Engil avtomobil haydovchisi""}","{""Ёл хизмати машинасининг ҳайдовчиси"",""Енгил автомобил ҳайдовчиси""}",1,https://ptest.uz/images/98db72af-8199-453d-8879-57ad219d45b6.webp,10-BILET,300,,,,
